date,ticker,open,high,low,close,volume
2022-06-27,NFLX,324.58,325.54,323.97,324.78,4569917.0
2022-06-28,NFLX,323.06,328.77,322.59,327.02,3592753.0
2022-06-29,NFLX,316.92,317.59,312.72,313.49,865783.0
2022-06-30,NFLX,321.0,321.43,318.08,321.17,3128631.0
2022-07-01,NFLX,316.18,317.88,310.08,313.0,697739.0
2022-07-02,NFLX,321.66,324.35,320.89,323.31,3726389.0
2022-07-03,NFLX,317.31,321.52,315.59,319.23,1949155.0
2022-07-04,NFLX,322.44,325.03,321.3,321.87,1114152.0
2022-07-05,NFLX,315.87,316.29,313.73,314.76,1272210.0
2022-07-06,NFLX,319.18,323.35,318.51,322.84,4524529.0
2022-07-07,NFLX,322.39,327.38,319.4,324.82,1310131.0
2022-07-08,NFLX,318.69,322.54,317.52,321.02,802774.0
2022-07-09,NFLX,318.31,323.12,317.02,321.16,863097.0
2022-07-10,NFLX,321.43,325.95,321.24,324.67,2926452.0
2022-07-11,NFLX,320.53,322.59,319.34,320.95,3106514.0
2022-07-12,NFLX,315.87,316.65,311.56,312.86,3707986.0
2022-07-13,NFLX,318.26,320.55,317.08,319.2,2203430.0
2022-07-14,NFLX,316.01,319.41,315.89,316.69,4465267.0
2022-07-15,NFLX,316.58,317.29,315.59,317.12,4000331.0
2022-07-16,NFLX,321.68,325.05,319.62,322.43,4937253.0
2022-07-17,NFLX,324.47,325.38,320.62,321.32,2550849.0
2022-07-18,NFLX,319.39,320.05,318.21,319.07,4304220.0
2022-07-19,NFLX,324.35,329.29,321.7,328.12,173686.0
2022-07-20,NFLX,315.68,317.69,312.21,312.68,2404190.0
2022-07-21,NFLX,323.33,324.95,320.87,323.64,4026649.0
2022-07-22,NFLX,315.31,316.49,313.61,314.68,2616309.0
2022-07-23,NFLX,322.49,323.61,317.41,319.02,3867982.0
2022-07-24,NFLX,316.47,321.53,314.94,318.8,968937.0
2022-07-25,NFLX,316.01,316.96,313.17,315.25,1894939.0
2022-07-26,NFLX,318.83,319.75,313.56,316.41,3777633.0
2022-07-27,NFLX,324.32,325.66,321.57,321.81,3452522.0
2022-07-28,NFLX,318.63,323.0,317.32,322.11,158584.0
2022-07-29,NFLX,319.36,321.93,316.77,317.75,4365873.0
2022-07-30,NFLX,319.42,321.7,317.13,317.2,4795227.0
2022-07-31,NFLX,316.0,316.95,315.26,316.21,1430432.0
2022-08-01,NFLX,318.59,321.75,318.35,319.91,1640455.0
2022-08-02,NFLX,315.68,316.11,312.03,314.38,1922829.0
2022-08-03,NFLX,316.29,316.87,312.51,312.93,728593.0
2022-08-04,NFLX,322.05,326.29,321.27,323.73,4442115.0
2022-08-05,NFLX,322.76,327.16,320.14,325.41,2980604.0
2022-08-06,NFLX,315.93,319.06,315.12,317.95,3206175.0
2022-08-07,NFLX,323.78,329.18,323.3,327.77,3447128.0
2022-08-08,NFLX,323.23,323.9,320.4,321.97,4270014.0
2022-08-09,NFLX,317.44,318.41,314.01,314.8,2553355.0
2022-08-10,NFLX,322.4,323.6,319.47,322.35,3000667.0
2022-08-11,NFLX,316.02,316.33,314.13,315.88,4068084.0
2022-08-12,NFLX,322.97,325.59,316.7,319.54,1871518.0
2022-08-13,NFLX,315.93,320.43,315.44,319.92,419825.0
2022-08-14,NFLX,323.54,324.49,322.42,324.17,2473542.0
2022-08-15,NFLX,317.02,318.25,314.4,317.81,4758563.0
2022-08-16,NFLX,320.5,322.75,317.1,318.21,4907107.0
2022-08-17,NFLX,316.2,320.32,315.82,319.18,2771743.0
2022-08-18,NFLX,321.8,322.16,315.36,317.95,472916.0
2022-08-19,NFLX,319.38,324.95,318.45,322.94,3770469.0
2022-08-20,NFLX,315.63,316.3,311.25,312.19,572730.0
2022-08-21,NFLX,322.23,325.03,319.47,321.15,2990013.0
2022-08-22,NFLX,324.93,325.55,324.23,325.51,3208858.0
2022-08-23,NFLX,315.26,316.05,312.46,314.91,4953116.0
2022-08-24,NFLX,323.58,324.2,319.18,320.24,1038297.0
2022-08-25,NFLX,315.52,317.83,312.88,314.52,3866494.0
2022-08-26,NFLX,318.47,320.44,316.85,317.94,3900919.0
2022-08-27,NFLX,324.89,325.04,322.66,324.3,1881004.0
2022-08-28,NFLX,316.3,319.6,315.74,317.66,3761373.0
2022-08-29,NFLX,316.46,322.25,314.46,320.23,167184.0
2022-08-30,NFLX,318.62,318.86,315.9,317.28,125718.0
2022-08-31,NFLX,320.44,324.23,320.08,323.64,4720626.0
2022-09-01,NFLX,319.79,322.74,317.07,321.34,2979194.0
2022-09-02,NFLX,315.97,319.18,313.61,318.37,3006481.0
2022-09-03,NFLX,321.03,325.08,318.28,322.96,4621940.0
2022-09-04,NFLX,318.88,321.16,316.19,316.61,4620200.0
2022-09-05,NFLX,318.96,320.31,318.41,320.16,1791768.0
2022-09-06,NFLX,324.22,324.33,320.12,322.69,2020280.0
2022-09-07,NFLX,319.16,321.39,317.58,318.14,1887245.0
2022-09-08,NFLX,320.16,320.63,315.95,316.2,4927798.0
2022-09-09,NFLX,323.72,326.62,322.24,325.65,3891083.0
2022-09-10,NFLX,321.99,323.88,317.38,320.24,738061.0
2022-09-11,NFLX,321.95,325.51,318.96,324.29,3992933.0
2022-09-12,NFLX,315.29,320.8,313.18,318.37,4403808.0
2022-09-13,NFLX,324.62,329.96,322.05,327.33,2059027.0
2022-09-14,NFLX,320.49,321.71,319.07,321.66,3535779.0
2022-09-15,NFLX,319.51,322.14,317.49,317.84,2103196.0
2022-09-16,NFLX,321.15,322.67,319.81,321.57,2800007.0
2022-09-17,NFLX,318.23,320.09,315.89,317.72,2217499.0
2022-09-18,NFLX,322.01,322.1,318.72,321.63,1131664.0
2022-09-19,NFLX,316.87,321.86,316.12,319.62,798071.0
2022-09-20,NFLX,319.18,322.02,316.78,320.28,2874021.0
2022-09-21,NFLX,320.56,324.44,319.56,323.78,4525834.0
2022-09-22,NFLX,322.54,322.56,318.43,319.59,2092665.0
2022-09-23,NFLX,315.69,317.05,314.85,315.93,3784589.0
2022-09-24,NFLX,320.23,324.55,317.82,323.12,2538204.0
2022-09-25,NFLX,321.92,326.31,318.98,323.77,4857727.0
2022-09-26,NFLX,322.03,324.92,321.94,323.64,4978818.0
2022-09-27,NFLX,315.36,315.9,313.01,314.01,3818267.0
2022-09-28,NFLX,322.44,323.39,315.68,318.48,772051.0
2022-09-29,NFLX,321.52,323.01,319.36,321.39,2735893.0
2022-09-30,NFLX,323.95,326.29,323.9,324.71,3948069.0
2022-10-01,NFLX,322.97,323.63,319.32,320.32,4956021.0
2022-10-02,NFLX,324.8,328.58,323.31,327.27,3432482.0
2022-10-03,NFLX,315.9,321.16,315.41,318.18,4341546.0
2022-10-04,NFLX,318.74,325.16,318.35,322.31,1864120.0
2022-10-05,NFLX,318.56,323.87,318.42,321.08,167907.0
2022-10-06,NFLX,323.92,329.06,323.73,327.9,1049709.0
2022-10-07,NFLX,323.56,325.09,319.81,321.72,885468.0
2022-10-08,NFLX,315.63,316.01,310.31,311.81,443934.0
2022-10-09,NFLX,320.13,321.25,317.0,319.26,2209132.0
2022-10-10,NFLX,317.18,320.37,315.92,320.04,3081192.0
2022-10-11,NFLX,324.4,327.87,324.15,326.42,403443.0
2022-10-12,NFLX,315.68,319.75,315.53,317.78,2325856.0
2022-10-13,NFLX,318.18,323.38,317.8,320.53,3168888.0
2022-10-14,NFLX,321.95,323.61,321.24,321.55,4590698.0
2022-10-15,NFLX,315.92,320.13,314.08,318.85,441288.0
2022-10-16,NFLX,324.29,326.1,322.3,324.62,4364021.0
2022-10-17,NFLX,320.98,322.53,317.19,317.64,4724729.0
2022-10-18,NFLX,320.99,325.21,319.67,322.51,4622417.0
2022-10-19,NFLX,320.26,320.78,315.88,316.38,1636713.0
2022-10-20,NFLX,319.38,320.5,314.94,317.8,1043008.0
2022-10-21,NFLX,315.93,318.81,313.39,317.96,837834.0
2022-10-22,NFLX,317.64,318.76,312.52,314.36,338040.0
2022-10-23,NFLX,321.93,322.58,319.31,321.4,648946.0
2022-10-24,NFLX,315.6,316.45,313.79,313.89,4471715.0
2022-10-25,NFLX,322.86,324.15,318.18,321.0,955529.0
2022-10-26,NFLX,316.19,317.94,310.42,312.41,1300374.0
2022-10-27,NFLX,320.79,322.74,317.9,321.13,3691582.0
2022-10-28,NFLX,317.57,317.82,315.22,315.81,2599868.0
2022-10-29,NFLX,317.77,319.42,313.15,316.12,2010470.0
2022-10-30,NFLX,318.29,319.31,315.88,316.86,103607.0
2022-10-31,NFLX,321.19,323.51,317.25,317.35,2205126.0
2022-11-01,NFLX,318.84,323.38,317.33,322.41,2427435.0
2022-11-02,NFLX,321.15,325.26,319.85,323.75,2123599.0
2022-11-03,NFLX,316.33,316.67,313.93,315.11,2664378.0
2022-11-04,NFLX,324.93,325.95,322.11,323.38,4592808.0
2022-11-05,NFLX,316.39,316.72,311.51,313.57,2787050.0
2022-11-06,NFLX,315.42,315.78,314.76,315.03,4708138.0
2022-11-07,NFLX,316.42,319.65,315.1,319.5,3145182.0
2022-11-08,NFLX,319.67,320.98,317.78,319.56,2017947.0
2022-11-09,NFLX,316.72,321.81,315.45,320.54,824234.0
2022-11-10,NFLX,322.12,324.83,320.83,322.64,921670.0
2022-11-11,NFLX,322.96,325.78,321.04,321.45,3213234.0
2022-11-12,NFLX,324.49,325.83,318.96,320.54,884575.0
2022-11-13,NFLX,318.14,318.41,313.71,314.83,1603952.0
2022-11-14,NFLX,322.91,325.66,317.85,319.11,2424300.0
2022-11-15,NFLX,318.67,321.41,315.69,316.12,436326.0
2022-11-16,NFLX,321.21,323.98,318.27,322.42,3888416.0
2022-11-17,NFLX,322.78,323.3,318.66,320.6,3150902.0
2022-11-18,NFLX,324.47,329.22,324.21,326.74,4386945.0
2022-11-19,NFLX,319.34,325.48,318.48,322.71,2245423.0
2022-11-20,NFLX,325.12,327.78,321.17,322.69,886105.0
2022-11-21,NFLX,316.21,317.04,314.25,314.78,661427.0
2022-11-22,NFLX,319.83,325.64,317.36,323.08,2920192.0
2022-11-23,NFLX,321.03,323.84,317.73,319.26,3772963.0
2022-11-24,NFLX,320.88,324.8,320.2,323.5,3293183.0
2022-11-25,NFLX,316.34,319.14,314.19,315.45,1781765.0
2022-11-26,NFLX,320.01,324.04,318.63,322.18,3491843.0
2022-11-27,NFLX,315.69,318.0,312.44,312.92,3541350.0
2022-11-28,NFLX,320.4,323.35,316.64,318.74,1910343.0
2022-11-29,NFLX,318.35,319.19,313.43,315.84,1733896.0
2022-11-30,NFLX,319.93,320.06,316.02,317.44,4682581.0
2022-12-01,NFLX,320.25,322.55,319.76,321.35,2078859.0
2021-01-01,NVDA,264.62,270.11,262.02,267.24,4401511.0
2021-01-02,NVDA,271.57,275.6,268.75,273.58,2850896.0
2021-01-03,NVDA,271.73,274.05,267.8,268.05,701142.0
2021-01-04,NVDA,272.7,275.36,271.24,275.12,505352.0
2021-01-05,NVDA,263.53,265.72,259.55,259.75,2773580.0
2021-01-06,NVDA,270.2,273.35,267.67,270.78,3739275.0
2021-01-07,NVDA,265.46,268.75,263.01,266.55,2885782.0
2021-01-08,NVDA,269.95,271.77,263.71,266.13,4281602.0
2021-01-09,NVDA,271.74,273.81,269.21,273.68,171883.0
2021-01-10,NVDA,267.91,270.27,264.74,265.03,4072885.0
2021-01-11,NVDA,266.59,266.99,261.08,263.01,633835.0
2021-01-12,NVDA,269.53,271.71,266.44,267.51,1209470.0
2021-01-13,NVDA,269.77,273.75,268.15,271.15,4581944.0
2021-01-14,NVDA,271.35,273.15,270.3,270.5,486127.0
2021-01-15,NVDA,263.35,267.7,261.86,264.92,1553342.0
2021-01-16,NVDA,264.83,265.04,262.28,263.54,2979509.0
2021-01-17,NVDA,272.81,274.46,270.4,273.76,765081.0
2021-01-18,NVDA,270.31,276.23,269.05,273.58,1292816.0
2021-01-19,NVDA,263.47,265.01,259.1,259.77,4148095.0
2021-01-20,NVDA,266.81,271.26,266.52,268.81,1832278.0
2021-01-21,NVDA,270.07,273.6,269.56,270.96,1919178.0
2021-01-22,NVDA,272.96,277.01,270.13,275.02,2408006.0
2021-01-23,NVDA,271.65,274.75,271.33,272.33,2035542.0
2021-01-24,NVDA,268.23,271.14,262.92,265.25,1235364.0
2021-01-25,NVDA,269.27,271.29,266.3,266.9,2688042.0
2021-01-26,NVDA,266.01,269.74,265.48,268.38,4440375.0
2021-01-27,NVDA,272.24,277.25,271.32,275.55,207248.0
2021-01-28,NVDA,272.71,274.98,272.45,273.21,2882505.0
2021-01-29,NVDA,269.1,269.18,265.52,265.73,2016945.0
2021-01-30,NVDA,263.67,264.91,259.02,259.88,2688554.0
2021-01-31,NVDA,266.4,270.85,265.3,269.48,4979357.0
2021-02-01,NVDA,268.53,273.65,268.33,272.12,134744.0
2021-02-02,NVDA,264.5,265.5,262.11,263.55,659819.0
2021-02-03,NVDA,268.14,272.22,265.37,270.23,421837.0
2021-02-04,NVDA,263.88,265.52,260.04,262.21,671966.0
2021-02-05,NVDA,264.09,265.37,259.42,260.74,4121719.0
2021-02-06,NVDA,264.01,269.26,263.07,267.15,2207193.0
2021-02-07,NVDA,270.25,272.82,266.9,268.44,2810626.0
2021-02-08,NVDA,267.67,268.01,265.71,267.11,4223235.0
2021-02-09,NVDA,267.89,268.01,264.07,264.23,2418082.0
2021-02-10,NVDA,269.22,272.15,268.95,270.5,2064222.0
2021-02-11,NVDA,272.67,277.94,271.14,275.86,3634483.0
2021-02-12,NVDA,264.42,267.49,264.34,266.08,4434922.0
2021-02-13,NVDA,270.31,271.85,266.53,266.77,1731366.0
2021-02-14,NVDA,271.5,272.54,270.79,272.35,1277257.0
2021-02-15,NVDA,264.92,267.18,262.8,263.66,873289.0
2021-02-16,NVDA,263.51,264.26,261.74,263.06,2960187.0
2021-02-17,NVDA,266.64,273.35,264.08,270.64,3254585.0
2021-02-18,NVDA,263.57,268.1,260.65,267.26,4764429.0
2021-02-19,NVDA,266.98,267.43,261.32,263.82,408126.0
2021-02-20,NVDA,270.18,272.47,268.94,271.77,2932313.0
2021-02-21,NVDA,264.17,269.0,262.46,266.78,3196851.0
2021-02-22,NVDA,270.93,273.56,265.33,268.28,1595396.0
2021-02-23,NVDA,264.93,267.38,262.78,267.23,3335534.0
2021-02-24,NVDA,265.57,265.73,260.04,262.49,907029.0
2021-02-25,NVDA,269.42,269.88,266.19,267.96,1280615.0
2021-02-26,NVDA,263.19,267.68,261.03,265.17,2480331.0
2021-02-27,NVDA,268.54,270.33,265.9,266.94,3416777.0
2021-02-28,NVDA,266.21,267.93,260.31,262.68,3771865.0
2021-03-01,NVDA,268.16,269.0,262.93,265.49,3936945.0
2021-03-02,NVDA,266.17,268.63,264.56,268.56,3881177.0
2021-03-03,NVDA,263.95,265.36,263.15,263.47,652671.0
2021-03-04,NVDA,264.19,266.1,263.66,266.0,3740773.0
2021-03-05,NVDA,272.6,274.53,272.24,274.38,849887.0
2021-03-06,NVDA,266.06,270.15,263.33,267.26,2791733.0
2021-03-07,NVDA,267.1,273.11,265.8,270.21,2072578.0
2021-03-08,NVDA,268.98,269.2,263.58,266.5,4204011.0
2021-03-09,NVDA,266.48,269.15,263.87,267.42,2075185.0
2021-03-10,NVDA,270.78,274.38,269.89,273.85,2109542.0
2021-03-11,NVDA,271.31,273.04,269.77,272.14,4983442.0
2021-03-12,NVDA,267.78,269.7,264.43,266.27,2572938.0
2021-03-13,NVDA,271.66,276.5,271.47,274.33,2298138.0
2021-03-14,NVDA,266.71,271.21,264.33,270.52,1095945.0
2021-03-15,NVDA,265.73,267.86,264.47,265.96,4964570.0
2021-03-16,NVDA,269.66,272.01,266.45,267.09,164790.0
2021-03-17,NVDA,264.63,266.75,264.59,265.51,2216732.0
2021-03-18,NVDA,266.66,268.99,260.74,263.35,2079915.0
2021-03-19,NVDA,272.49,273.57,267.09,269.78,3870306.0
2021-03-20,NVDA,268.72,272.6,266.93,272.32,2945324.0
2021-03-21,NVDA,266.42,270.44,264.08,267.96,455672.0
2021-03-22,NVDA,265.02,266.71,260.66,261.1,3746640.0
2021-03-23,NVDA,265.69,269.47,263.33,267.92,1303927.0
2021-03-24,NVDA,268.24,271.01,266.67,270.31,1676486.0
2021-03-25,NVDA,264.82,267.2,263.57,265.67,2659394.0
2021-03-26,NVDA,272.61,274.52,269.46,270.33,417265.0
2021-03-27,NVDA,264.99,265.93,258.51,261.0,3949931.0
2021-03-28,NVDA,271.72,271.75,267.16,269.25,129707.0
2021-03-29,NVDA,263.59,268.83,261.8,266.03,2439435.0
2021-03-30,NVDA,270.43,271.94,264.96,267.36,1338236.0
2021-03-31,NVDA,263.37,265.9,258.64,260.59,4207290.0
2021-04-01,NVDA,264.39,268.86,262.65,268.3,4464051.0
2021-04-02,NVDA,269.07,271.22,268.36,269.84,4509377.0
2021-04-03,NVDA,264.94,266.32,262.16,264.17,1503597.0
2021-04-04,NVDA,271.37,272.56,265.9,267.69,4228890.0
2021-04-05,NVDA,270.83,273.54,268.04,271.65,3357793.0
2021-04-06,NVDA,271.31,275.62,269.05,273.37,3973901.0
2021-04-07,NVDA,265.33,267.68,263.39,264.36,593277.0
2021-04-08,NVDA,264.89,265.63,261.31,262.73,4158341.0
2021-04-09,NVDA,272.65,275.34,268.67,271.14,3128579.0
2021-04-10,NVDA,264.03,264.46,259.96,262.1,1453175.0
2021-04-11,NVDA,268.81,273.09,268.36,270.6,1058135.0
2021-04-12,NVDA,270.01,270.41,264.88,267.57,1334214.0
2021-04-13,NVDA,271.07,272.6,266.51,268.15,354782.0
2021-04-14,NVDA,268.21,270.54,266.46,266.53,1262290.0
2021-04-15,NVDA,269.54,272.33,265.22,265.88,4998143.0
2021-04-16,NVDA,271.92,276.57,271.91,273.77,3940065.0
2021-04-17,NVDA,264.46,266.83,260.49,261.15,2816725.0
2021-04-18,NVDA,265.86,269.2,263.17,266.41,629988.0
2021-04-19,NVDA,265.17,269.62,262.58,266.65,3395892.0
2021-04-20,NVDA,265.98,268.45,262.53,265.32,4242053.0
2021-04-21,NVDA,263.59,266.09,258.36,259.6,4983986.0
2021-04-22,NVDA,264.66,267.36,259.49,261.78,1135601.0
2021-04-23,NVDA,265.8,266.92,265.51,266.31,3989838.0
2021-04-24,NVDA,267.83,269.18,266.61,267.64,4723631.0
2021-04-25,NVDA,267.38,272.23,266.4,269.71,341383.0
2021-04-26,NVDA,269.7,272.17,265.17,265.93,3996487.0
2021-04-27,NVDA,271.18,271.5,268.0,270.58,2208625.0
2021-04-28,NVDA,269.24,271.52,267.53,269.31,117688.0
2021-04-29,NVDA,266.76,271.49,265.63,269.05,3753809.0
2021-04-30,NVDA,265.75,267.8,263.2,265.44,2591965.0
2021-05-01,NVDA,267.88,272.48,267.19,269.75,202826.0
2021-05-02,NVDA,269.77,273.35,269.04,272.17,596148.0
2021-05-03,NVDA,271.28,273.77,266.74,269.46,2051175.0
2021-05-04,NVDA,271.35,273.26,269.99,272.63,3448019.0
2021-05-05,NVDA,271.54,273.74,266.51,268.82,3343844.0
2021-05-06,NVDA,268.64,270.42,264.06,265.92,3109186.0
2021-05-07,NVDA,263.56,265.21,261.57,264.35,1719118.0
2021-05-08,NVDA,270.99,272.8,267.28,269.59,2706944.0
2021-05-09,NVDA,264.9,266.52,264.15,264.72,2657742.0
2021-05-10,NVDA,263.54,264.96,261.9,264.13,4699050.0
2021-05-11,NVDA,266.23,266.95,264.34,265.62,4234492.0
2021-05-12,NVDA,265.41,268.59,264.06,266.48,2459134.0
2021-05-13,NVDA,268.87,274.86,267.68,272.29,3786897.0
2021-05-14,NVDA,271.99,272.98,270.45,271.65,506918.0
2021-05-15,NVDA,266.74,268.97,266.18,267.22,3960087.0
2021-05-16,NVDA,264.55,266.95,263.61,266.07,2146771.0
2021-05-17,NVDA,269.7,270.85,267.57,270.69,771493.0
2021-05-18,NVDA,271.75,275.32,269.48,274.33,2409212.0
2021-05-19,NVDA,269.7,273.72,268.37,273.07,3535322.0
2021-05-20,NVDA,266.96,270.36,264.36,269.25,3974370.0
2021-05-21,NVDA,269.38,270.39,267.07,269.97,229163.0
2021-05-22,NVDA,265.07,270.14,265.05,268.29,2300794.0
2021-05-23,NVDA,270.04,270.62,267.87,270.06,3806365.0
2021-05-24,NVDA,263.77,267.33,261.4,266.56,892093.0
2021-05-25,NVDA,267.4,273.86,265.21,271.05,1601052.0
2021-05-26,NVDA,264.52,265.39,259.39,261.57,1448402.0
2021-05-27,NVDA,271.81,272.4,266.46,267.83,2471128.0
2021-05-28,NVDA,270.55,274.38,269.87,273.18,781910.0
2021-05-29,NVDA,271.92,273.7,270.06,270.71,773888.0
2021-05-30,NVDA,266.11,268.07,262.28,264.89,673722.0
2021-05-31,NVDA,272.08,273.44,269.96,272.56,3612525.0
2021-06-01,NVDA,264.72,266.19,262.07,262.51,4382746.0
2021-06-02,NVDA,271.09,273.79,267.68,270.29,4755666.0
2021-06-03,NVDA,267.84,270.15,266.73,269.85,1825276.0
2021-06-04,NVDA,263.33,266.26,260.82,260.84,4411763.0
2021-06-05,NVDA,270.33,271.46,266.66,269.02,3868084.0
2021-06-06,NVDA,271.35,276.4,269.2,273.54,2996398.0
2021-06-07,NVDA,270.17,272.62,267.7,268.37,600492.0
2021-06-08,NVDA,266.23,268.61,264.33,267.85,4361313.0
2021-06-09,NVDA,264.11,268.24,263.66,267.65,812870.0
2021-06-10,NVDA,264.92,267.88,263.84,267.44,1908831.0
2021-06-11,NVDA,271.73,272.87,269.23,270.77,3345533.0
2021-06-12,NVDA,263.66,266.6,261.38,263.44,3940896.0
2021-06-13,NVDA,270.17,273.53,269.77,272.99,3319411.0
2021-06-14,NVDA,272.51,273.85,269.13,271.01,846377.0
2021-06-15,NVDA,264.17,266.93,263.6,265.68,491603.0
2021-06-16,NVDA,266.29,269.28,265.83,268.28,1017462.0
2021-06-17,NVDA,268.25,272.03,267.24,271.95,2534598.0
2021-06-18,NVDA,266.84,268.14,265.79,265.92,3017033.0
2021-06-19,NVDA,266.56,268.72,261.75,264.22,4436695.0
2021-06-20,NVDA,265.71,267.75,260.79,262.13,605678.0
2021-06-21,NVDA,267.52,268.02,261.46,263.72,4124906.0
2021-06-22,NVDA,272.03,274.56,266.42,269.37,1439004.0
2021-06-23,NVDA,267.4,270.97,267.09,270.79,3960035.0
2021-06-24,NVDA,271.69,273.52,270.88,272.61,1123998.0
2021-06-25,NVDA,263.79,264.03,259.5,260.82,1770321.0
2021-06-26,NVDA,269.39,274.16,268.79,272.45,4815327.0
2021-06-27,NVDA,265.54,268.32,262.17,263.55,1745283.0
2021-06-28,NVDA,266.94,269.17,266.1,267.69,2369316.0
2021-06-29,NVDA,264.81,267.53,261.2,264.08,1439213.0
2021-06-30,NVDA,268.44,269.32,267.69,267.73,1148310.0
2021-07-01,NVDA,270.0,270.79,265.9,266.28,2301381.0
2021-07-02,NVDA,264.97,270.57,262.68,267.96,3027112.0
2021-07-03,NVDA,264.4,268.57,263.91,266.22,3998913.0
2021-07-04,NVDA,268.51,269.69,265.96,269.32,4453016.0
2021-07-05,NVDA,263.69,264.52,262.54,263.56,3685164.0
2021-07-06,NVDA,267.61,269.68,266.47,268.77,1922451.0
2021-07-07,NVDA,265.99,266.93,261.32,263.28,2648813.0
2021-07-08,NVDA,266.44,267.9,261.89,264.3,546165.0
2021-07-09,NVDA,273.05,275.59,268.65,271.04,4215062.0
2021-07-10,NVDA,264.5,265.14,262.45,264.65,549523.0
2021-07-11,NVDA,271.72,272.31,265.83,268.64,606055.0
2021-07-12,NVDA,271.02,275.31,270.15,272.61,308048.0
2021-07-13,NVDA,264.26,264.46,258.29,260.72,1144956.0
2021-07-14,NVDA,265.52,266.9,260.53,263.01,4193206.0
2021-07-15,NVDA,268.35,270.3,264.4,267.31,137155.0
2021-07-16,NVDA,272.07,273.64,267.83,270.56,4662104.0
2021-07-17,NVDA,269.31,270.2,268.74,268.74,3079265.0
2021-07-18,NVDA,265.26,266.45,260.32,263.2,4475856.0
2021-07-19,NVDA,263.24,266.48,260.81,264.26,2394869.0
2021-07-20,NVDA,273.07,273.44,266.83,269.4,1332811.0
2021-07-21,NVDA,269.35,271.06,267.2,269.79,4190928.0
2021-07-22,NVDA,269.9,272.56,269.08,271.04,2322660.0
2021-07-23,NVDA,272.59,273.51,271.75,273.08,2714972.0
2021-07-24,NVDA,264.1,267.77,263.56,265.27,4040727.0
2021-07-25,NVDA,269.06,271.84,265.57,267.94,4713824.0
2021-07-26,NVDA,263.15,264.46,261.65,262.36,866656.0
2021-07-27,NVDA,267.55,269.38,265.84,268.02,195141.0
2021-07-28,NVDA,268.41,269.58,266.02,268.11,3182591.0
2021-07-29,NVDA,264.86,265.04,258.42,260.9,835245.0
2021-07-30,NVDA,265.89,267.24,262.75,264.86,3162779.0
2021-07-31,NVDA,266.88,269.81,262.75,264.58,4349516.0
2021-08-01,NVDA,268.39,271.11,262.77,264.63,4514222.0
2021-08-02,NVDA,270.8,273.64,269.31,269.72,3614239.0
2021-08-03,NVDA,270.64,271.02,269.04,269.72,4932441.0
2021-08-04,NVDA,269.7,273.04,268.87,270.39,2898209.0
2021-08-05,NVDA,269.3,271.5,265.18,266.33,417661.0
2021-08-06,NVDA,263.89,269.57,261.94,267.67,4981735.0
2021-08-07,NVDA,268.21,271.08,265.72,270.47,4746666.0
2021-08-08,NVDA,271.11,273.82,268.34,270.68,3854340.0
2021-08-09,NVDA,270.53,275.62,268.49,273.37,508286.0
2021-08-10,NVDA,270.85,273.05,270.5,271.09,157539.0
2021-08-11,NVDA,264.67,268.27,262.82,266.58,1185065.0
2021-08-12,NVDA,271.01,272.4,269.33,270.76,1188659.0
2021-08-13,NVDA,263.25,266.04,260.83,264.98,103774.0
2021-08-14,NVDA,265.89,271.35,265.72,268.93,2819250.0
2021-08-15,NVDA,263.47,267.88,263.0,265.52,440277.0
2021-08-16,NVDA,264.13,267.02,261.48,265.28,3943671.0
2021-08-17,NVDA,265.26,267.44,260.56,262.25,4913768.0
2021-08-18,NVDA,272.19,274.44,268.77,269.54,2583025.0
2021-08-19,NVDA,264.05,266.57,259.94,260.34,3630637.0
2021-08-20,NVDA,267.96,272.88,267.51,271.14,3619138.0
2021-08-21,NVDA,267.46,268.88,265.49,267.9,4120040.0
2021-08-22,NVDA,273.04,275.78,271.22,275.62,631208.0
2021-08-23,NVDA,264.03,264.29,260.2,262.87,3495512.0
2021-08-24,NVDA,271.06,273.14,268.55,272.24,4988687.0
2021-08-25,NVDA,266.49,266.55,261.82,264.81,1493396.0
2021-08-26,NVDA,266.61,268.18,262.55,263.01,1387799.0
2021-08-27,NVDA,268.65,271.22,266.77,270.36,4886215.0
2021-08-28,NVDA,267.99,269.5,267.46,267.79,4234384.0
2021-08-29,NVDA,263.18,264.13,262.3,263.16,2921467.0
2021-08-30,NVDA,268.34,269.83,267.73,269.13,478113.0
2021-08-31,NVDA,271.21,274.76,270.08,273.74,1190420.0
2021-09-01,NVDA,263.39,265.29,259.78,260.46,2893245.0
2021-09-02,NVDA,266.81,269.46,265.89,266.73,2937604.0
2021-09-03,NVDA,269.52,272.2,267.84,272.11,4155910.0
2021-09-04,NVDA,266.8,268.72,262.21,264.27,2392784.0
2021-09-05,NVDA,267.88,269.46,265.91,268.24,4244526.0
2021-09-06,NVDA,272.84,274.01,270.28,271.95,4225173.0
2021-09-07,NVDA,271.66,274.4,270.15,271.43,2261357.0
2021-09-08,NVDA,263.17,265.98,260.74,264.73,4685782.0
2021-09-09,NVDA,271.56,273.46,268.31,268.97,3457688.0
2021-09-10,NVDA,268.23,272.08,265.38,270.03,1538751.0
2021-09-11,NVDA,267.44,268.66,266.7,267.84,3052759.0
2021-09-12,NVDA,271.46,272.37,269.28,270.31,2699567.0
