transaction_id,date,ticker,action,quantity,price
4733,2021-05-07,KO,SELL,234.0,273.16
4734,2021-08-20,AMZN,SELL,142.0,434.65
4735,2021-08-28,UPS,BUY,157.0,361.24
4736,2022-05-29,ADBE,SELL,9.0,452.08
4737,2021-01-31,ADBE,BUY,48.0,328.24
4738,2021-11-27,BAC,SELL,128.0,365.35
4739,2022-02-14,WMT,SELL,50.0,428.61
4740,2022-08-19,JPM,BUY,266.0,469.28
4741,2022-09-02,PFE,SELL,53.0,208.17
4742,2021-10-03,BAC,SELL,21.0,362.48
4743,2022-04-20,IBM,SELL,346.0,386.94
4744,2021-12-20,BAC,BUYY,114.0,469.95
4745,2022-08-21,MSFT,BUY,339.0,403.97
4746,2021-08-05,AMZN,SELL,292.0,214.01
4747,2021-08-10,COST,SELL,336.0,471.06
4748,2021-04-17,ORCL,BUY,254.0,256.6
4749,2021-09-10,CSCO,SELL,162.0,105.55
4750,2021-05-02,GOOGL,SELL,298.0,386.0
4751,2021-06-25,WMT,SELL,242.0,488.91
4752,2021-10-01,INTC,SELL,240.0,258.71
4753,2021-09-26,QCOM,SELL,144.0,462.21
4754,2021-10-05,COST,BUY,355.0,340.23
4755,2022-02-14,AMZN,SELL,241.0,163.39
4756,2022-11-25,TSLA,SELL,251.0,175.41
4757,2022-08-03,PFE,BUY,99.0,388.73
4758,2022-07-06,ORCL,BUY,46.0,83.56
4759,2022-07-07,INTC,BUY,255.0,350.18
4760,2021-04-17,AAPL,BUY,410.0,259.08
4761,2021-03-10,GOOGL,BUY,383.0,475.57
4762,2022-09-06,PEP,SELL,466.0,449.74
4763,2022-08-04,WMT,BUY,221.0,260.93
4764,2022-05-09,DIS,BUY,259.0,474.33
4765,2021-08-29,MSFT,SELL,384.0,381.02
4766,2021-05-31,QCOM,BUY,93.0,299.86
4767,2022-10-15,WMT,BUYY,164.0,154.8
4768,2022-01-18,COST,BUY,18.0,477.72
4769,2021-11-22,AMAT,SELL,220.0,178.3
4770,2021-11-26,GOOGL,BUYY,439.0,55.67
4771,2021-11-05,WMT,SELL,49.0,357.3
4772,2021-08-30,AAPL,BUY,286.0,344.31
4773,2022-07-31,JPM,BUY,8.0,169.24
4774,2021-12-31,KO,BUY,483.0,404.16
4775,2021-01-02,MRK,BUY,414.0,170.25
4776,2022-11-20,MRK,SELL,80.0,134.48
4777,2021-03-23,AMD,BUYY,239.0,329.05
4778,2021-02-10,BAC,SELL,283.0,399.76
4779,2021-08-01,KO,BUY,13.0,124.29
4780,2022-09-22,CSCO,BUY,272.0,384.19
4781,2022-05-31,KO,BUY,376.0,458.33
4782,2022-06-20,PEP,SELL,156.0,245.74
4783,2021-02-26,WMT,SELL,419.0,230.28
4784,2021-09-25,MSFT,SELL,345.0,276.93
4785,2022-05-20,ORCL,BUY,305.0,313.15
4786,2021-10-27,PYPL,BUY,492.0,230.42
4787,2022-07-13,AMD,BUY,320.0,69.18
4788,2021-04-23,INTC,SELL,32.0,97.78
4789,2021-05-25,MSFT,BUY,124.0,305.89
4790,2022-02-12,BAC,BUY,452.0,255.82
4791,2022-03-08,KO,BUY,60.0,92.64
4792,2022-03-21,NVDA,BUYY,459.0,367.28
4793,2022-05-01,PFE,BUY,126.0,467.37
4794,2021-06-29,AVGO,SELL,164.0,106.02
4795,2022-11-29,MSFT,BUY,213.0,88.76
4796,2021-07-08,PFE,SELL,53.0,190.7
4797,2021-11-27,AVGO,SELL,202.0,345.9
4798,2021-10-30,ADBE,SELL,308.0,114.58
4799,2021-01-11,IBM,BUY,206.0,489.55
4800,2022-09-18,PEP,SELL,15.0,396.96
4801,2021-04-03,KO,SELL,86.0,239.38
4802,2021-01-15,NFLX,BUY,217.0,410.0
4803,2022-06-06,TGT,BUY,-240.0,144.94
4804,2021-02-08,ADBE,SELL,334.0,213.15
4805,2021-12-23,TGT,SELL,300.0,257.1
4806,2021-11-19,QCOM,BUY,132.0,53.53
4807,2022-01-27,CSCO,SELL,331.0,251.19
4808,2021-12-21,GOOGL,SELL,14.0,99.08
4809,2021-09-04,IBM,BUY,256.0,106.81
4810,2022-02-18,PEP,BUY,436.0,113.37
4811,2021-06-04,DIS,SELL,301.0,146.46
4812,2022-07-31,AMAT,SELL,352.0,388.79
4813,2021-10-18,INTC,BUY,217.0,174.82
4814,2021-02-22,ORCL,BUY,153.0,69.79
4815,2021-01-29,AAPL,BUY,239.0,383.7
4816,2022-04-25,UPS,BUY,307.0,155.02
4817,2021-08-02,QCOM,BUY,257.0,130.08
4818,2021-02-05,MRK,BUY,368.0,119.74
4819,2021-04-23,META,BUY,27.0,300.19
4820,2022-04-22,GOOGL,SELL,425.0,429.03
4821,2021-09-22,JPM,SELL,309.0,316.12
4822,2021-10-11,TSLA,BUY,30.0,172.9
4823,2021-11-28,TGT,BUY,198.0,419.03
4824,2022-01-12,AAPL,SELL,49.0,308.66
4825,2022-08-18,TGT,BUYY,213.0,205.78
4826,2021-10-17,ADBE,SELL,337.0,323.89
4827,2022-09-08,META,BUY,201.0,162.67
4828,2021-07-28,GOOGL,BUY,423.0,323.73
4829,2022-08-14,IBM,BUY,157.0,63.97
4830,2021-11-11,AAPL,BUY,195.0,364.33
4831,2021-10-26,DIS,SELL,104.0,387.94
4832,2021-04-20,PEP,BUY,42.0,169.84
4833,2021-08-08,GOOGL,BUY,365.0,101.49
4834,2021-11-01,MSFT,SELL,438.0,295.9
4835,2021-04-10,AAPL,SELL,454.0,483.87
4836,2022-04-09,IBM,SELL,243.0,71.41
4837,2022-01-14,WMT,SELL,269.0,211.58
4838,2021-06-15,AAPL,SELL,397.0,99.62
4839,2022-04-11,NVDA,SELL,441.0,283.64
4840,2021-07-21,IBM,SELL,115.0,129.79
4841,2022-04-08,GOOGL,SELL,466.0,68.31
4842,2022-06-25,GOOGL,BUY,479.0,110.85
4843,2021-12-28,PYPL,SELL,25.0,110.12
4844,2022-09-09,NVDA,BUY,149.0,317.26
4845,2022-05-15,META,BUY,389.0,195.83
4846,2021-04-29,ORCL,BUY,27.0,140.22
4847,2021-02-27,AMZN,SELL,295.0,413.48
4848,2021-11-17,AMZN,BUY,289.0,440.8
4849,2022-02-15,DIS,SELL,149.0,80.6
4850,2022-06-01,META,SELL,287.0,467.78
4851,2021-06-26,IBM,SELL,318.0,87.35
4852,2022-08-28,COST,SELL,257.0,117.13
4853,2021-11-03,HON,SELL,480.0,250.74
4854,2022-02-04,NVDA,SELL,237.0,51.14
4855,2022-09-24,MRK,SELL,221.0,456.88
4856,2021-10-14,NVDA,SELL,167.0,197.63
4857,2021-01-21,AMAT,BUY,307.0,400.11
4858,2022-05-03,META,SELL,411.0,163.66
4859,2022-07-23,DIS,BUY,363.0,456.39
4860,2022-09-17,BAC,SELL,25.0,235.0
4861,2021-05-30,TGT,BUY,206.0,220.94
4862,2022-01-10,DIS,BUY,315.0,107.24
4863,2022-02-24,ORCL,SELL,366.0,247.75
4864,2021-12-14,HON,BUY,95.0,431.91
4865,2021-01-23,MRK,SELL,-55.0,399.46
4866,2022-04-30,TGT,BUY,488.0,141.6
4867,2022-05-01,PFE,BUY,400.0,326.96
4868,2021-04-01,TGT,SELL,473.0,98.14
4869,2021-09-08,GOOGL,SELL,448.0,101.92
4870,2021-03-05,AVGO,SELL,165.0,446.9
4871,2021-06-30,QCOM,SELL,392.0,302.28
4872,2022-03-01,JPM,SELL,343.0,220.86
4873,2021-01-31,PEP,BUY,211.0,473.45
4874,2021-04-22,MSFT,SELL,105.0,144.56
4875,2021-12-27,PEP,BUY,248.0,379.28
4876,2021-01-22,META,BUY,332.0,352.86
4877,2021-11-10,PFE,SELL,275.0,247.95
4878,2021-04-04,WMT,SELL,414.0,53.9
4879,2022-01-16,GOOGL,SELL,32.0,474.1
4880,2021-06-13,QCOM,BUY,72.0,360.19
4881,2021-03-06,ADBE,BUY,142.0,423.69
4882,2021-04-21,MSFT,BUY,77.0,437.33
4883,2021-08-11,AMD,BUY,358.0,217.0
4884,2022-09-13,ORCL,SELL,264.0,443.49
4885,2022-06-18,PFE,SELL,13.0,191.43
4886,2021-10-22,AMZN,SELL,340.0,404.81
4887,2022-09-09,PFE,SELL,498.0,499.38
4888,2021-02-25,BAC,BUY,455.0,91.39
4889,2021-08-23,META,BUY,180.0,341.61
4890,2022-05-29,ORCL,SELL,137.0,451.73
4891,2021-04-15,MSFT,BUY,229.0,271.44
4892,2022-07-28,WMT,SELL,376.0,473.49
4893,2022-05-11,DIS,BUY,499.0,211.94
4894,2021-12-13,WMT,BUY,494.0,341.56
4895,2021-02-01,PEP,SELL,228.0,125.33
4896,2022-07-13,PFE,SELL,202.0,427.03
4897,2022-04-21,UPS,SELL,423.0,435.71
4898,2022-10-18,AMZN,SELL,88.0,72.57
4899,2022-06-19,MRK,BUY,205.0,422.83
4900,2021-06-02,QCOM,BUY,60.0,164.48
4901,2021-03-29,WMT,BUY,202.0,157.39
4902,2022-01-17,ORCL,SELL,140.0,147.4
4903,2021-03-05,AMD,SELL,369.0,438.32
4904,2022-08-25,CSCO,BUY,45.0,55.71
4905,2022-08-24,META,BUY,307.0,316.82
4906,2021-08-29,PFE,BUY,378.0,472.35
4907,2022-02-01,WMT,BUY,220.0,311.82
4908,2022-05-10,COST,BUYY,416.0,452.28
4909,2022-04-25,AMZN,BUY,125.0,74.56
4910,2021-04-16,TGT,BUY,382.0,331.59
4911,2021-11-11,AMZN,SELL,372.0,308.73
4912,2022-11-23,GOOGL,SELL,172.0,403.78
4913,2022-05-04,PEP,SELL,263.0,129.06
4914,2022-02-19,NVDA,BUY,108.0,194.44
4915,2022-02-09,PYPL,SELL,229.0,173.8
4916,2021-08-08,AMAT,SELL,431.0,54.21
4917,2021-10-01,PEP,BUY,173.0,331.68
4918,2022-03-07,MSFT,SELL,83.0,215.75
4919,2022-06-05,AAPL,SELL,52.0,412.72
4920,2022-03-07,META,SELL,240.0,457.37
4921,2022-07-21,AMAT,SELL,31.0,447.41
4922,2022-05-07,JPM,SELL,113.0,387.53
4923,2021-10-18,TGT,SELL,56.0,314.36
4924,2021-11-26,AAPL,BUY,261.0,92.72
4925,2021-09-15,DIS,BUY,494.0,408.43
4926,2022-06-24,KO,SELL,219.0,144.48
4927,2022-04-26,PFE,SELL,183.0,415.54
4928,2022-03-11,IBM,BUY,220.0,203.51
4929,2022-11-23,HON,BUY,324.0,434.9
4930,2022-01-30,KO,SELL,257.0,314.88
4931,2022-06-18,PEP,SELL,201.0,466.75
4932,2021-02-11,QCOM,SELL,402.0,494.43
4933,2021-12-13,KO,BUY,341.0,64.49
4934,2021-06-20,KO,SELL,153.0,448.82
4935,2022-02-20,ADBE,BUY,5.0,80.18
4936,2022-04-07,IBM,BUY,145.0,336.56
4937,2022-09-26,MRK,SELL,297.0,498.84
4938,2022-08-07,HON,BUYY,419.0,358.2
4939,2022-11-22,WMT,SELL,138.0,187.92
4940,2022-06-26,BAC,SELL,354.0,160.23
4941,2022-10-21,DIS,SELL,158.0,420.96
4942,2021-06-24,PFE,BUY,306.0,447.98
4943,2021-04-22,CSCO,SELL,347.0,62.6
4944,2022-01-24,ORCL,SELL,9.0,446.07
4945,2021-07-04,JPM,SELL,237.0,62.41
4946,2022-07-27,KO,SELL,232.0,471.51
4947,2021-08-24,PEP,SELL,154.0,91.64
4948,2021-11-21,IBM,SELL,278.0,440.67
4949,2022-07-17,META,BUY,300.0,329.95
4950,2021-09-15,DIS,BUY,295.0,265.25
4951,2021-10-23,AMAT,SELL,6.0,427.16
4952,2021-09-22,WMT,BUY,483.0,459.81
4953,2021-01-30,BAC,SELL,414.0,209.99
4954,2022-05-16,MRK,BUY,227.0,367.47
4955,2021-06-03,COST,BUY,199.0,284.85
4956,2021-05-03,PYPL,BUY,137.0,194.65
4957,2022-04-30,PEP,SELL,96.0,398.28
4958,2021-09-01,AMZN,BUY,371.0,311.74
4959,2022-07-21,IBM,SELL,493.0,495.67
4960,2021-03-10,AMD,SELL,397.0,84.54
4961,2021-02-26,NFLX,SELL,377.0,247.0
4962,2022-11-08,NVDA,SELL,354.0,56.78
4963,2021-05-08,MSFT,SELL,219.0,313.5
4964,2021-10-01,AMZN,BUY,116.0,224.25
4965,2022-10-24,PEP,SELL,443.0,124.42
4966,2021-03-14,AVGO,BUY,159.0,426.36
4967,2021-02-11,KO,SELL,-12.0,192.44
4968,2022-07-31,JPM,SELL,84.0,491.41
4969,2021-09-21,PFE,BUY,330.0,307.89
4970,2022-06-28,WMT,BUYY,75.0,475.6
4971,2021-01-11,AMAT,BUYY,162.0,159.34
4972,2021-03-25,WMT,BUY,487.0,286.48
4973,2021-11-17,INTC,SELL,26.0,442.7
4974,2021-10-30,JPM,SELL,390.0,498.46
4975,2022-03-30,ADBE,BUY,11.0,324.64
4976,2022-03-20,BAC,SELL,253.0,459.06
4977,2021-04-20,AMZN,SELL,229.0,150.87
4978,2021-10-05,AMZN,BUYY,151.0,288.97
4979,2022-11-08,NFLX,BUY,284.0,158.06
4980,2021-05-09,NFLX,BUY,238.0,181.56
4981,2022-01-02,GOOGL,SELL,166.0,263.85
4982,2021-10-13,GOOGL,BUY,326.0,227.43
4983,2021-08-05,GOOGL,BUY,354.0,459.02
4984,2021-09-14,GOOGL,BUY,10.0,134.74
4985,2021-11-08,JPM,SELL,155.0,249.99
4986,2021-08-18,KO,SELL,214.0,433.5
4987,2022-06-18,AVGO,BUY,472.0,224.96
4988,2022-03-20,UPS,SELL,165.0,452.57
4989,2021-07-07,AMAT,SELL,120.0,447.4
4990,2021-07-26,COST,BUY,227.0,444.01
4991,2022-05-17,UPS,SELL,328.0,266.97
4992,2022-02-20,ADBE,BUY,256.0,380.69
4993,2022-05-16,KO,BUY,234.0,350.93
4994,2021-01-18,NFLX,SELL,374.0,390.3
4995,2021-05-19,TGT,SELL,61.0,321.86
4996,2022-04-22,META,SELL,394.0,366.26
4997,2021-08-28,NVDA,BUY,202.0,335.56
4998,2022-05-13,COST,SELL,256.0,363.15
4999,2021-07-29,IBM,SELL,420.0,90.44
5000,2021-12-10,PFE,BUYY,221.0,417.61
5001,2022-09-04,CSCO,BUY,2.0,194.91
5002,2021-07-22,COST,BUY,117.0,237.23
5003,2021-11-02,DIS,SELL,263.0,275.34
5004,2021-08-25,IBM,BUY,472.0,66.25
5005,2021-03-27,UPS,BUY,452.0,255.73
5006,2021-05-01,PEP,BUY,351.0,178.11
5007,2021-12-04,TGT,BUY,375.0,411.0
5008,2022-06-21,GOOGL,BUY,244.0,357.13
5009,2022-07-13,AMAT,BUY,6.0,127.14
5010,2021-12-27,MSFT,SELL,60.0,298.74
5011,2022-11-26,UPS,SELL,393.0,174.35
5012,2022-03-21,KO,BUYY,218.0,71.51
5013,2021-03-24,AAPL,SELL,128.0,93.56
5014,2022-10-28,BAC,SELL,1.0,115.38
5015,2022-01-07,UPS,BUY,295.0,270.82
5016,2022-01-18,GOOGL,SELL,8.0,305.53
5017,2021-06-11,PYPL,BUY,350.0,319.25
5018,2021-10-06,ORCL,SELL,288.0,344.34
5019,2021-02-15,MSFT,BUY,396.0,269.56
5020,2021-11-30,CSCO,SELL,497.0,395.07
5021,2021-10-09,TSLA,SELL,30.0,279.58
5022,2021-04-29,TGT,BUY,81.0,176.64
5023,2021-02-15,QCOM,SELL,258.0,327.55
5024,2022-11-20,AMZN,BUY,206.0,223.92
5025,2022-02-08,AVGO,SELL,129.0,105.79
5026,2022-08-02,TSLA,SELL,32.0,349.25
5027,2021-04-20,AAPL,SELL,249.0,50.84
5028,2022-08-20,AAPL,SELL,369.0,378.86
5029,2022-01-19,JPM,BUY,237.0,198.5
5030,2021-07-20,META,SELL,48.0,487.45
5031,2021-07-15,JPM,BUY,486.0,445.86
5032,2022-07-27,PFE,BUY,268.0,359.28
5033,2021-11-07,AAPL,SELL,85.0,290.81
5034,2022-01-25,PEP,SELL,377.0,320.04
5035,2021-12-08,AMD,SELL,46.0,498.23
5036,2022-06-01,ADBE,SELL,22.0,253.52
5037,2022-02-16,QCOM,BUYY,291.0,173.12
5038,2021-07-18,DIS,BUY,272.0,367.34
5039,2021-12-07,AMZN,BUY,68.0,466.61
5040,2022-02-16,MRK,BUY,495.0,300.35
5041,2021-08-28,TGT,BUY,496.0,137.0
5042,2022-03-28,GOOGL,SELL,381.0,427.96
5043,2022-07-12,ORCL,BUY,235.0,429.36
5044,2021-10-13,AVGO,BUY,431.0,356.25
5045,2022-01-05,MRK,SELL,416.0,337.54
5046,2022-07-17,BAC,SELL,357.0,354.68
5047,2021-02-07,JPM,SELL,153.0,62.02
5048,2021-04-01,JPM,SELL,183.0,86.47
5049,2022-08-14,NVDA,SELL,491.0,420.64
5050,2022-01-27,NVDA,BUY,285.0,243.59
5051,2021-02-13,KO,BUY,210.0,273.39
5052,2021-06-19,COST,SELL,423.0,336.63
5053,2021-11-05,TGT,SELL,166.0,479.19
5054,2022-02-27,PYPL,SELL,429.0,83.05
5055,2022-06-22,AAPL,BUY,384.0,112.69
5056,2021-02-07,MSFT,SELL,418.0,290.18
5057,2021-03-07,ORCL,BUY,382.0,124.14
5058,2022-08-23,META,SELL,390.0,284.64
5059,2021-09-08,TGT,SELL,298.0,379.77
5060,2021-10-11,MSFT,BUY,198.0,279.15
5061,2022-03-18,ORCL,SELL,172.0,317.05
5062,2021-04-20,MSFT,SELL,134.0,386.34
5063,2022-01-29,INTC,BUY,376.0,417.2
5064,2021-02-06,TSLA,SELL,113.0,157.01
5065,2021-11-18,MSFT,SELL,147.0,447.82
5066,2022-02-04,COST,SELL,288.0,474.59
5067,2021-10-16,JPM,BUY,71.0,381.88
5068,2021-03-28,NVDA,BUY,17.0,276.44
5069,2022-08-31,PFE,SELL,219.0,148.47
5070,2022-07-12,GOOGL,BUY,256.0,459.81
5071,2022-08-19,AAPL,SELL,144.0,140.14
5072,2022-09-20,GOOGL,BUY,386.0,353.88
5073,2022-01-04,AVGO,SELL,164.0,64.92
5074,2021-12-15,BAC,SELL,456.0,363.14
5075,2021-10-21,TGT,BUY,265.0,82.93
5076,2022-05-11,AVGO,SELL,20.0,247.28
5077,2022-09-07,IBM,BUY,218.0,93.02
5078,2021-05-08,PFE,SELL,330.0,420.76
5079,2022-02-06,WMT,BUY,22.0,424.58
5080,2021-01-24,AAPL,BUY,17.0,102.26
5081,2022-08-15,INTC,BUY,305.0,272.17
5082,2021-05-07,WMT,BUY,199.0,95.27
5083,2021-02-25,PYPL,SELL,57.0,272.57
5084,2022-01-01,AMAT,BUY,214.0,427.08
5085,2022-10-09,BAC,SELL,310.0,418.13
5086,2021-02-06,QCOM,SELL,493.0,162.59
5087,2021-11-02,MSFT,BUY,448.0,252.24
5088,2021-10-18,INTC,BUY,28.0,486.8
5089,2022-03-23,AVGO,SELL,99.0,486.91
5090,2021-08-04,AMD,BUY,9.0,468.03
5091,2022-10-05,ORCL,SELL,181.0,302.61
5092,2021-08-25,IBM,BUY,241.0,347.6
5093,2022-01-01,CSCO,BUY,387.0,138.8
5094,2022-01-06,PYPL,SELL,170.0,429.9
5095,2021-08-30,AMAT,SELL,223.0,277.4
5096,2022-10-11,BAC,BUY,474.0,87.69
5097,2021-08-09,UPS,BUY,330.0,464.58
5098,2022-04-03,JPM,SELL,438.0,393.66
5099,2022-03-24,JPM,BUY,22.0,271.02
5100,2021-10-30,TSLA,SELL,187.0,343.3
5101,2022-05-11,UPS,SELL,384.0,190.34
5102,2021-03-27,MSFT,SELL,153.0,174.77
5103,2021-12-24,AMD,SELL,263.0,450.26
5104,2022-01-25,AMZN,SELL,79.0,394.77
5105,2021-10-23,AAPL,BUY,292.0,229.63
5106,2021-08-05,BAC,SELL,259.0,155.09
5107,2021-10-23,PEP,BUYY,341.0,384.8
5108,2022-08-10,WMT,SELL,28.0,203.91
5109,2021-11-20,UPS,BUY,405.0,245.58
5110,2021-08-02,NFLX,BUY,339.0,473.8
5111,2021-02-13,AMZN,SELL,415.0,385.73
5112,2021-02-26,PEP,BUY,49.0,326.15
5113,2021-06-25,CSCO,SELL,76.0,160.4
5114,2021-12-06,MSFT,SELL,200.0,480.17
5115,2021-02-12,AVGO,SELL,374.0,465.98
5116,2022-02-04,UPS,SELL,477.0,128.16
5117,2021-11-24,AMZN,BUY,208.0,108.29
5118,2022-03-27,AVGO,SELL,449.0,305.57
5119,2021-11-30,UPS,BUYY,374.0,192.27
5120,2022-09-26,TSLA,BUY,124.0,192.31
5121,2022-03-07,AMD,SELL,12.0,236.03
5122,2021-04-21,QCOM,SELL,389.0,379.61
5123,2022-10-24,GOOGL,SELL,90.0,145.21
5124,2022-08-09,MSFT,SELL,56.0,191.29
5125,2022-01-21,GOOGL,SELL,474.0,233.66
5126,2022-02-16,META,SELL,150.0,316.47
5127,2022-05-23,JPM,BUY,374.0,343.56
5128,2022-03-16,NFLX,SELL,373.0,222.38
5129,2022-03-10,AVGO,SELL,474.0,487.14
5130,2022-07-25,MRK,SELL,396.0,379.12
5131,2021-05-02,TSLA,SELL,270.0,275.07
5132,2021-10-05,ADBE,SELL,200.0,294.55
5133,2022-09-01,TGT,SELL,342.0,279.44
5134,2021-01-05,CSCO,BUY,128.0,95.69
5135,2022-04-28,PEP,BUY,155.0,330.79
5136,2021-11-08,AVGO,BUY,347.0,82.01
5137,2022-08-25,WMT,BUY,110.0,146.81
5138,2022-05-12,META,SELL,463.0,327.8
5139,2022-03-16,HON,SELL,250.0,159.14
5140,2021-01-07,IBM,SELL,263.0,188.93
5141,2021-11-11,PFE,BUY,296.0,313.38
5142,2021-10-29,HON,BUY,199.0,169.72
5143,2022-06-13,MRK,BUY,418.0,476.72
5144,2022-04-17,QCOM,BUY,255.0,185.78
5145,2022-04-01,WMT,SELL,346.0,357.64
5146,2021-01-24,CSCO,BUY,309.0,84.99
5147,2021-02-20,HON,SELL,410.0,56.12
5148,2022-09-03,AMD,SELL,46.0,207.95
5149,2021-01-22,KO,SELL,218.0,171.8
5150,2022-03-18,COST,SELL,12.0,476.52
5151,2022-11-08,IBM,BUY,286.0,167.5
5152,2022-05-28,IBM,SELL,462.0,139.76
5153,2021-12-02,KO,SELL,466.0,337.8
5154,2021-02-22,PFE,SELL,163.0,208.11
5155,2021-12-02,GOOGL,SELL,208.0,188.97
5156,2022-09-24,KO,SELL,102.0,414.84
5157,2022-09-11,AVGO,SELL,69.0,148.47
5158,2022-08-04,ORCL,BUY,258.0,279.67
5159,2021-10-13,CSCO,SELL,475.0,167.53
5160,2021-05-19,BAC,SELL,478.0,340.75
5161,2022-08-11,MRK,BUY,254.0,337.5
5162,2021-03-02,AAPL,SELL,378.0,430.56
5163,2021-02-10,INTC,SELL,141.0,465.19
5164,2022-07-30,INTC,BUY,255.0,379.58
5165,2021-02-22,JPM,BUY,328.0,318.32
5166,2021-04-22,QCOM,SELL,158.0,250.01
5167,2021-03-19,ADBE,SELL,399.0,458.4
5168,2021-10-21,DIS,BUY,324.0,386.07
5169,2022-07-29,UPS,SELL,328.0,490.12
5170,2021-12-15,PEP,BUY,433.0,352.33
5171,2021-08-22,INTC,SELL,13.0,458.01
5172,2021-10-28,TGT,BUY,56.0,112.85
5173,2021-05-22,INTC,BUY,431.0,267.54
5174,2022-04-15,NFLX,SELL,133.0,162.06
5175,2022-04-04,PFE,SELL,371.0,229.76
5176,2021-06-08,KO,BUY,383.0,102.88
5177,2021-06-07,UPS,SELL,272.0,94.02
5178,2022-01-07,INTC,BUY,259.0,278.76
5179,2022-07-06,AMAT,SELL,145.0,234.25
5180,2021-04-09,UPS,BUY,184.0,400.28
5181,2021-10-26,MRK,BUY,346.0,102.54
5182,2022-11-15,AMD,BUY,79.0,68.11
5183,2021-05-13,JPM,BUY,173.0,224.07
5184,2021-09-13,TSLA,BUY,278.0,139.91
5185,2022-09-12,AMAT,SELL,229.0,249.55
5186,2021-02-04,AMAT,SELL,443.0,351.29
5187,2022-08-05,AMZN,SELL,485.0,56.48
5188,2021-01-07,MRK,BUYY,353.0,211.84
5189,2021-02-16,GOOGL,BUY,88.0,420.19
5190,2021-11-12,MSFT,BUY,151.0,169.54
5191,2021-10-26,ADBE,SELL,169.0,278.15
5192,2022-02-15,NVDA,BUY,60.0,415.35
5193,2022-02-20,CSCO,BUY,372.0,98.76
5194,2021-12-01,CSCO,BUY,87.0,392.75
5195,2022-08-04,BAC,SELL,87.0,179.03
5196,2021-11-15,NVDA,SELL,173.0,419.12
5197,2022-04-02,KO,BUYY,300.0,65.76
5198,2021-03-14,ORCL,SELL,292.0,195.0
5199,2021-09-09,AAPL,BUY,323.0,229.64
5200,2021-05-14,KO,SELL,150.0,337.09
5201,2022-08-04,KO,SELL,329.0,492.56
5202,2021-07-30,TGT,BUY,258.0,85.28
5203,2021-08-28,MSFT,SELL,24.0,468.92
5204,2021-07-26,AMD,BUY,231.0,171.11
5205,2021-02-09,CSCO,SELL,467.0,404.74
5206,2021-11-05,CSCO,SELL,220.0,460.93
5207,2022-08-20,AMAT,BUY,81.0,458.57
5208,2022-02-28,AMD,BUY,440.0,494.82
5209,2021-05-30,ADBE,SELL,333.0,252.94
5210,2022-10-05,CSCO,SELL,159.0,161.2
5211,2022-08-04,KO,BUY,7.0,56.27
5212,2021-04-22,UPS,BUY,71.0,229.54
5213,2021-09-30,JPM,SELL,181.0,494.0
5214,2021-05-18,PYPL,BUY,319.0,259.57
5215,2021-06-19,AMAT,SELL,386.0,216.99
5216,2022-09-18,QCOM,BUY,459.0,292.86
5217,2021-10-22,JPM,BUY,278.0,499.81
5218,2021-03-31,META,BUY,146.0,337.06
5219,2021-05-17,MSFT,BUY,118.0,480.24
5220,2021-12-24,NVDA,SELL,34.0,207.97
5221,2021-07-09,NFLX,SELL,118.0,441.06
5222,2022-12-01,AMZN,BUY,17.0,309.27
5223,2021-04-26,ORCL,BUY,388.0,227.81
5224,2022-06-27,NVDA,BUY,26.0,431.9
5225,2021-03-23,COST,BUY,35.0,383.34
5226,2021-06-24,META,BUY,435.0,100.48
5227,2022-08-14,CSCO,SELL,365.0,413.24
5228,2022-09-02,ORCL,SELL,331.0,148.42
5229,2022-12-01,AMZN,BUY,120.0,384.86
5230,2021-04-02,JPM,BUY,218.0,383.42
5231,2021-12-25,COST,SELL,452.0,467.96
5232,2021-08-25,KO,BUY,423.0,309.68
5233,2021-11-02,AMAT,BUY,286.0,63.23
5234,2022-05-30,NFLX,SELL,491.0,264.8
5235,2022-11-01,TSLA,SELL,104.0,234.75
5236,2022-11-07,AMAT,BUY,219.0,247.37
5237,2022-06-01,IBM,BUY,427.0,135.83
5238,2022-10-18,META,BUY,358.0,93.47
5239,2022-01-05,NVDA,SELL,435.0,485.2
5240,2021-12-05,MRK,BUY,412.0,124.93
5241,2022-02-09,META,SELL,227.0,238.56
5242,2021-11-30,QCOM,BUY,159.0,293.93
5243,2022-09-04,AVGO,BUY,322.0,107.7
5244,2021-07-03,TSLA,SELL,63.0,94.5
5245,2021-07-31,GOOGL,BUY,213.0,120.7
5246,2021-12-01,MRK,BUY,146.0,453.57
5247,2021-07-17,INTC,BUY,9.0,446.99
5248,2022-09-13,DIS,BUY,433.0,223.53
5249,2022-07-20,COST,SELL,217.0,60.52
5250,2022-09-12,JPM,SELL,132.0,346.09
5251,2021-11-29,AVGO,BUY,121.0,216.57
5252,2022-04-30,TSLA,BUY,77.0,295.39
5253,2021-01-12,AMZN,SELL,482.0,55.42
5254,2021-07-24,QCOM,BUY,124.0,465.35
5255,2021-06-24,META,BUY,236.0,338.19
5256,2021-01-26,AMAT,SELL,68.0,168.24
5257,2022-01-11,META,BUY,18.0,446.59
5258,2022-10-08,AVGO,BUY,403.0,285.72
5259,2022-05-03,MRK,BUY,350.0,427.15
5260,2022-11-30,PFE,BUY,234.0,270.96
5261,2021-07-16,PEP,BUY,475.0,132.15
